Id,Title,Body,AcceptedAnswer,SDLC
51352265,Zoho API V2 Update Record,"<p>I am trying to use the Zoho API Version 2 to do a simple record update in Leads. I am using PHP and CURL and my sample code for this call (to update a single field in the record) is as follows:-</p>

<pre><code>$apiUrl = ""https://www.zohoapis.com/crm/v2/Leads/"" . {valid record id here};

$headers = array(
    'Content-Type: application/json',
    'Content-Length: ' . strlen($fields),
    sprintf('Authorization: Zoho-oauthtoken %s', {valid auth token here})
);

$fields = json_encode([[""data"" =&gt; [""City"" =&gt; ""Egham""]]]);

$ch = curl_init();

curl_setopt($ch, CURLOPT_URL, $apiUrl);
curl_setopt($ch, CURLOPT_HTTPHEADER, $headers);
curl_setopt($ch, CURLOPT_CUSTOMREQUEST, ""PUT"");
curl_setopt($ch, CURLOPT_POSTFIELDS, $fields); 
curl_setopt($ch, CURLOPT_RETURNTRANSFER, 1); 
curl_setopt($ch, CURLOPT_CONNECTTIMEOUT, 60); 
curl_setopt($ch, CURLOPT_TIMEOUT, 60); 

$result = curl_exec($ch);

curl_close($ch); 
</code></pre>

<p>No matter how I format the JSON, I always get the following returned:</p>

<pre><code>{""code"":""INVALID_DATA"",""details"": {""expected_data_type"":""jsonobject""},""message"":""body"",""status"":""error""} 
</code></pre>

<p>It is not a matter of invalid auth tokens etc because I have successfully used PHP and CURL with the Zoho API to read data and I decode the JSON returned successfully.</p>

<p>Please could somebody help with passing valid JSON data?</p>
","<p>The above code constructs input <code>JSON</code> like this
<code>[{""data"":{""City"":""Egham""}}]</code>. This <code>JSON</code> is not valid as per the <code>ZOHO CRM APIs</code>(<a href=""https://www.zoho.com/crm/help/api/v2/#update-specify-records"" rel=""noreferrer"">API help</a>).</p>

<p>It should be like this <code>{""data"":[{""City"":""Egham""}]}</code>. </p>

<p>Change the code like this :</p>

<pre><code>$apiUrl = ""https://www.zohoapis.com/crm/v2/Leads/"" . {valid record id here};

$fields = json_encode(array(""data"" =&gt; array([""City"" =&gt; ""Egham""])));

// *strlen must be called after defining the variable. So moved headers down to $fields*

$headers = array(
    'Content-Type: application/json',
    'Content-Length: ' . strlen($fields),
    sprintf('Authorization: Zoho-oauthtoken %s', {valid auth token here})
);


$ch = curl_init();

curl_setopt($ch, CURLOPT_URL, $apiUrl);
curl_setopt($ch, CURLOPT_HTTPHEADER, $headers);
curl_setopt($ch, CURLOPT_CUSTOMREQUEST, ""PUT"");
curl_setopt($ch, CURLOPT_POSTFIELDS, $fields);
curl_setopt($ch, CURLOPT_RETURNTRANSFER, 1);
curl_setopt($ch, CURLOPT_CONNECTTIMEOUT, 60);
curl_setopt($ch, CURLOPT_TIMEOUT, 60);

$result = curl_exec($ch);

curl_close($ch); 
</code></pre>
",3__development
51352351,Set OnDetach event handler programmatically,"<p>The app I'm building uses an external library, <strong><a href=""https://albert-gonzalez.github.io/easytimer.js/#chronometerExample"" rel=""nofollow noreferrer"">EasyTimer.js</a></strong>. It is useful for timers. I use an HTML widget to show how much time it has elapsed since the timer started, thus it looks like this:</p>

<p><a href=""https://i.stack.imgur.com/0pVAH.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/0pVAH.png"" alt=""enter image description here""></a></p>

<p>It actually works really good! The only problem I'm having is that I need to stop the timer when the page is detached; that is because the record will be changed and thus the timer needs to start again. Not doing so, causes conflicts with the timer.</p>

<p>On the HTML widget onAttach event, I have this:</p>

<pre><code>//start running timer in the HTML widget
var runningTimer = new Timer();
runningTimer.start({precision: 'seconds', startValues: {seconds: startSeconds}});
runningTimer.addEventListener('secondsUpdated', function (e) {
  $('#timerDiv').html(timerRun.getTimeValues().toString());
});

//attach event listener to page onDetach event to stop timer
widget.root.getElement().addEventListener(""unload"", function(){
    runningTimer.stop();
    console.log(""Timer stopped"");
)};
</code></pre>

<p>The top part of the code is working, the bottom one does nothing. I have examined the <a href=""https://developers.google.com/appmaker/ui/logic#Events"" rel=""nofollow noreferrer""><strong>widget logic documentation</strong></a>, but there is no hint as to if this is possible or not. </p>

<p>I have a feeling that this might not be possible and I'm starting to freak out; Nonetheless, I wanted to consult with an expert here in case there is a solution and I just haven't found it.</p>

<p>For your valuable time and opinion on this matter, thanks in advance!</p>
","<p>So far, <strong>it is not possible to set the onDetach event handler programmatically</strong>; Nevertheless, I found a possible solution for you by implementing a custom property on the page. I used a property of type Dynamic and named it 'Timer' for this example. I did not implement Jquery library for this, but used the HTML widget options instead. Here is the html widget onAttach event code:</p>

<pre><code>//start running timer in the HTML widget
widget.root.properties.Timer = new Timer();
var runningTimer = widget.root.properties.Timer;
runningTimer.start({precision: 'seconds', startValues: {seconds: 0}});
runningTimer.addEventListener('secondsUpdated', function (e) {
  widget.html = runningTimer.getTimeValues().toString();
});
</code></pre>

<p>Here is the page onDetach event code:</p>

<pre><code>widget.root.properties.Timer.stop();
</code></pre>

<p>Hope this will work for you or get you going in the right direction.</p>
",3__development
51352700,vlookup-like javascript to map input value from one field to another,"<p>I am just starting html/javascript, and attempting to create a simple form that populates a specific ""Customer Code"" when a ""Customer Name"" is selected from an input list (behaving like an excel vlookup). The examples I found on stackoverflow all resulted in alert windows, but I would like the value to populate in the form. </p>

<p>Here's my html snippet for the Customer Name dropdown list: </p>

<pre><code>&lt;select id=""customername""&gt;
&lt;option&gt;&lt;/option&gt;
&lt;option&gt;Doe Inc&lt;/option&gt;
&lt;option&gt; Smith LLC &lt;/option&gt;
&lt;option&gt; Rogers and Co &lt;/option&gt;
</code></pre>

<p>Here's the customername to customercode mapping:
Doe Inc = 276. Smith LLC = 852. Rogers and Co = 552.</p>

<p>I would like the customercode to update to the respective customername whenever the customername is updated (without the need for a button), as this is part of a larger form that will an Submit button (in other words, I don't want users to have to click ""Submit"" to retrieve the customercode, then ""Submit"" again later in the form). </p>

<p>Thanks! </p>
","<p>In order to be included in a form submission, your form controls need to successful controls, which at the simplest means they need a <code>name=""""</code> value:</p>

<pre><code>&lt;select id=""customername"" name=""customername""&gt;
    &lt;option&gt;&lt;/option&gt;
    &lt;option&gt;Doe Inc&lt;/option&gt;
    &lt;option&gt; Smith LLC &lt;/option&gt;
    &lt;option&gt; Rogers and Co &lt;/option&gt;
&lt;/select&gt;
</code></pre>

<p>If what you actually care about submitting is the customercode, and the customername is just the ""friendly"" version, add the <code>value</code> attribute to your options, and rename the select appropriately:</p>

<pre><code>&lt;select id=""customercode"" name=""customercode""&gt;
    &lt;option value=""""&gt;Select one...&lt;/option&gt;
    &lt;option value=""276""&gt;Doe Inc&lt;/option&gt;
    &lt;option value=""852""&gt;Smith LLC &lt;/option&gt;
    &lt;option value=""552""&gt;Rogers and Co &lt;/option&gt;
&lt;/select&gt;
</code></pre>

<p>If you want both ""values"" to be visible on the form and included in the form submission, you could use a <code>data-</code> attribute to sync a readonly input:</p>

<pre><code>&lt;select id=""customername"" name=""customername""&gt;
    &lt;option data-value=""""&gt;Select one...&lt;/option&gt;
    &lt;option data-value=""276""&gt;Doe Inc&lt;/option&gt;
    &lt;option data-value=""852""&gt;Smith LLC &lt;/option&gt;
    &lt;option data-value=""552""&gt;Rogers and Co &lt;/option&gt;
&lt;/select&gt;

&lt;input type=""text"" name=""customercode"" id=""customercode"" readonly /&gt;
</code></pre>

<p>Then use some JavaScript to sync them:</p>

<pre><code>var select = document.getElementById('customername');
select.onchange = function(e) {
  var value = select.options[select.selectedIndex].dataset.value;

  var input = document.getElementById('customercode');
  input.value = value;
}
</code></pre>

<p>Example jsFiddle: <a href=""https://jsfiddle.net/27jx0q3a/3/"" rel=""nofollow noreferrer"">https://jsfiddle.net/27jx0q3a/3/</a></p>

<p>Some links, to help: </p>

<ul>
<li><a href=""https://www.w3.org/TR/html401/interact/forms.html#h-17.13.2"" rel=""nofollow noreferrer"">W3C: Successful controls</a></li>
<li><a href=""https://developer.mozilla.org/en-US/docs/Learn/HTML/Howto/Use_data_attributes"" rel=""nofollow noreferrer"">MDN: Using data attributes</a></li>
</ul>
",3__development
51360587,Yii2-curl oAuth2 with zoho,"<p>I am working on <code>Yii2</code>. I have a <code>URL</code> which on hitting a browser is redirected to my redirect <code>URI</code>. </p>

<p><strong>URL</strong></p>

<pre><code>https://accounts.zoho.com/oauth/v2/auth?scope=ZohoBugTracker.projects.ALL,ZohoBugTracker.bugs.ALL&amp;client_id=1000&amp;response_type=code&amp;access_type=offline&amp;redirect_uri=http://11.111.111.111:7000/api/oauth/zoho_auth
</code></pre>

<p>When I hit the above URL it will redirect to my redirect URI while giving a code</p>

<p><strong>Redirect URI</strong></p>

<p>After hitting the above URL the redirect URI is <code>http://11.111.111.111:7000/api/oauth/zoho_auth?code=1000&amp;location=us&amp;accounts-server=https%3A%2F%2Faccounts.zoho.com</code></p>

<p><strong>Redirect URI Response</strong></p>

<blockquote>
  <p>{""Message"":""No HTTP resource was found that matches the request URI '<a href=""http://11.111.111.111:7000/api/oauth/zoho_auth?code=1000&amp;location=us&amp;accounts-server=https:%2F%2Faccounts.zoho.com"" rel=""nofollow noreferrer"">http://11.111.111.111:7000/api/oauth/zoho_auth?code=1000&amp;location=us&amp;accounts-server=https:%2F%2Faccounts.zoho.com</a>'.""}</p>
</blockquote>

<p>How to get the <code>code</code> from the above response? </p>

<p><strong>Update 1</strong></p>

<p>As per suggestion given. I tried to send a <code>GET</code> request using <a href=""https://github.com/linslin/Yii2-Curl"" rel=""nofollow noreferrer"">linslin</a>. Below is my code </p>

<pre><code> public static function authToken()
{

    $curl = new curl\Curl();
    $response = $curl-&gt;setGetParams([
        'scope' =&gt; 'ZohoBugTracker.projects.ALL,ZohoBugTracker.bugs.ALL',
        'client_id' =&gt; '1000',
        'response_type' =&gt; 'code',
        'access_type' =&gt; 'offline',
        'redirect_uri' =&gt; 'http://11.111.111.111:7000/api/oauth/zoho_auth',
    ])
        -&gt;get('https://accounts.zoho.com/oauth/v2/auth');

    echo $response;
    exit();
}
</code></pre>

<p>And then called this function inside a function through which I am actually creating bugs using zoho API</p>

<p>Testing my <code>API</code> via <code>POSTMAN</code></p>

<blockquote>
  <p><a href=""http://localhost:225/inventory-web/api/web/v1/installation/email?ref_no=28373340485858U&amp;customer_id=37030315933&amp;site_snap_name=28373340485858U_1530958224_site_9.jpg&amp;flag=1"" rel=""nofollow noreferrer"">http://localhost:225/inventory-web/api/web/v1/installation/email?ref_no=28373340485858U&amp;customer_id=37030315933&amp;site_snap_name=28373340485858U_1530958224_site_9.jpg&amp;flag=1</a></p>
</blockquote>

<p>My <code>email</code> function is written inside a API controller. So, it will first hit the <code>issueSetup($param1,$param2)</code></p>

<pre><code>public function actionEmail()
{
    .
    .
    .
    .

     Installations::setupEmail($param1, $param2, $param3);
    .
    .
    .
}
</code></pre>

<p>The above function <code>setupEmail($param1,$param2,$param3)</code> is inside my controller.</p>

<pre><code> public static function setupEmail($ref_no, $customer_id, $install_id)
 {
     .
     .
     .
     .
     .
      list(params.....)= Installations::issueSetup($param1,$param2);
     .
     .
     .
     .      
  }
</code></pre>

<p><strong>issuSetup funciton</strong></p>

<pre><code>public static function issueSetup($param1,$param2)
{
     .
     .
     .
     .
    $token = Installations::authToken();

    exit();
    .
    .
    .
    . 
}
</code></pre>

<p>After hitting the <code>API</code> the I am getting no response in POSTMAN just the empty window</p>

<p><a href=""https://i.stack.imgur.com/C2WOw.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/C2WOw.jpg"" alt=""enter image description here""></a></p>

<p>Any help would be highly appreciated.</p>
","<p>Its working quite fine when you enable SSL and check the response code / response header to redirect to the userAuth form on Zuhu:</p>

<pre><code>$curl = new \linslin\yii2\curl\Curl();

/** @var Curl $response */
$curl-&gt;setGetParams([
        'scope' =&gt; 'ZohoBugTracker.projects.ALL,ZohoBugTracker.bugs.ALL',
        'client_id' =&gt; '1000',
        'response_type' =&gt; 'code',
        'access_type' =&gt; 'offline',
        'redirect_uri' =&gt; 'http://11.111.111.111:7000/api/oauth/zoho_auth',
])-&gt;setOption(CURLOPT_SSL_VERIFYPEER, true)
    -&gt;setOption(CURLOPT_SSL_VERIFYHOST, false)
    -&gt;setOption(CURLOPT_CAINFO, 'C:/Ampps/apache/conf/ssl_crt/cacert.pem')
    -&gt;get('https://accounts.zoho.com/oauth/v2/auth');

$responseHeaders = $curl-&gt;responseHeaders;

if ($curl-&gt;responseCode === 302 &amp;&amp; isset($responseHeaders['Location'])) {
    header(""location: "".$responseHeaders['Location']);
    die();
}
</code></pre>
",3__development
51364441,Filter rows in Appmaker,"<p>I have one data source (Cloud SQL), and a page where I list the data. I want to create another page where I should only see the data that meets a condition. </p>

<p>I have tried to create a query, but it doesn't works...</p>

<p><a href=""https://i.stack.imgur.com/kCwwy.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/kCwwy.jpg"" alt=""enter image description here""></a></p>
","<p>The reason it is not working is due to the fact that you have a function but you are not invoking it. Get rid of the function and just leave the following line of codes:</p>

<pre><code>query.filters.approver._contains = Session.getActiveUser().getEmail();
return query.run();
</code></pre>

<p>I believe this should make it work. Take a look at the example provided in the <strong><a href=""https://developers.google.com/appmaker/models/datasources#query_script"" rel=""nofollow noreferrer"">official documentation</a></strong>. Hope it helps!</p>
",3__development
51364575,How to query relation not set,"<p>I can successfully query relations that have been set:</p>

<pre><code>var datasource = app.datasources.MyModel;
datasource.query.filters.Stage.Name._contains = 'This'; //works
datasource.query.filters.Stage.Name._contains = 'That'; //works
datasource.load();
</code></pre>

<p>I'm struggling with <strong>how can I query relations that have NOT been set?</strong></p>

<p>I tried, to no avail:</p>

<pre><code>datasource.query.filters.Stage.Id._equals = null; //doesnt work
datasource.query.filters.Stage._equals = null; //doesnt work
</code></pre>
",,3__development
51369708,"In Google App Maker, how do you display the most recent date/time on a page each time a file is uploaded with the Drive Picker button?","<p>I am building an application in Google App Maker that upon a file upload via Drive Picker button, the page will display the date and time of the most recent upload. The part I am unsure of what to do is how to display unique date/time values on the page (reloading the page with new values each time the user uploads a file). I was going through the Google App Maker documentation, and I think it has something to do with binding label values but I am unsure of what to do with it. Thank you for your help!</p>
",,3__development
51380757,Sales Force live agent status,"<p>I have implemented agent live availability according to <a href=""https://developer.salesforce.com/docs/atlas.en-us.noversion.service_sdk_android.meta/service_sdk_android/android_chat_agent_avail.htm"" rel=""nofollow noreferrer"">documentation</a>. Problem is according to documentation it would land in <strong>OnResult</strong> method but every time response is landed in <strong>OnCompleted</strong> method, where I am unable to retrieve agent status from <strong>async</strong> variable.
Please Guide me if I am missing something or how to get live agent availability from <strong>OnCompleted</strong>.</p>

<p>My code (called within HomeFragment)</p>

<pre><code>private void setupChatButton() {
        try {


            // Build a configuration object
            ChatConfiguration chatConfiguration =
                    new ChatConfiguration.Builder(ORG_ID, BUTTON_ID,
                            DEPLOYMENT_ID, LIVE_AGENT_POD)
                            .build();


            // Create an agent availability client
            AgentAvailabilityClient client = ChatCore.configureAgentAvailability(chatConfiguration);

            // Check agent availability
            client.check().onResult((async, state) -&gt; {

                switch (state.getStatus()) {
                    case AgentsAvailable: {
//                            Toast.makeText(context, ""Available  Chat"", Toast.LENGTH_LONG).show();
                        isAgentAvailable = true;
                        fabChat.setBackgroundTintList(ContextCompat.getColorStateList(context, R.color.colorAccent));
                        break;
                    }
                    case NoAgentsAvailable: {
//                            Toast.makeText(context, ""NOAGENTS  Chat"", Toast.LENGTH_LONG).show();
                        isAgentAvailable = false;
                        fabChat.setBackgroundTintList(ContextCompat.getColorStateList(context, R.color.grey));
                        break;
                    }
                    case Unknown: {
//                            Toast.makeText(context, ""UNKNOWN  Chat"", Toast.LENGTH_LONG).show();
                        isAgentAvailable = false;
                        fabChat.setBackgroundTintList(ContextCompat.getColorStateList(context, R.color.grey));
                        break;
                    }
                }
            })
                    .onComplete(async -&gt; {
                        Log.e(""Home Fragment "", ""Chat Call completed"");
                        if (async.isComplete()) {
                            isAgentAvailable = true;
                            fabChat.setBackgroundTintList(ContextCompat.getColorStateList(context, R.color.colorAccent));
                        } else {
                            isAgentAvailable = false;
                            fabChat.setBackgroundTintList(ContextCompat.getColorStateList(context, R.color.grey));
                        }
//                            Toast.makeText(context, ""Chat Completed!"", Toast.LENGTH_LONG).show();
                    });

        } catch (Exception e) {
            Log.e(getContext().getClass().getSimpleName(), e.getMessage());
        }
</code></pre>
",,3__development
51381243,Is powerapps add attachments on edit form available in Sharepoint on prem list,"<p>below is the <a href=""https://powerapps.microsoft.com/en-us/blog/add-attachments-to-sharepoint-lists"" rel=""nofollow noreferrer"">blog post</a> detailing the feature but I cannot see it even after following the step to disable and re-enable attachments. I am using Sharepoint on premise list and a gateway.</p>
","<p>Unfortunately Sharepoint OnPrem 2013 and 2016 do not have support for attachments so you will not be able to use this feature.  </p>
",3__development
51381376,Change data type on AppMaker,"<p>I use AppMaker with Google Cloud SQL and needed to change a String field to Date (StartDate).</p>

<p>A page on the AppMaker guides said 'To change the field type, delete and recreate the field.', as I deleted the field I was prompted to choose between 'Delete data' or 'Keep data', I chose keep data as I had input some already.</p>

<p>I then went on to recreate the field with the same name (StartDate) but as Date now and I get ""Duplicate column name 'StartDate'"".</p>
","<p>This is an expected behavior. If you have a field with <strong>string</strong> data type and then you want to convert that to a <strong>date</strong> data type, app maker won't do that for you. These are two different types of data. Since you've chosen to keep the data, the field was deleted from app maker's interface; however, the data is still available in google cloud sql. If you really want to keep the data, you'll have to create a new field with a different name, but if you really need the field with the same name and a different data type, you'll need to do the following:</p>

<ol>
<li>In app maker, go to the app settings:
<a href=""https://i.stack.imgur.com/96RrI.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/96RrI.png"" alt=""enter image description here""></a></li>
</ol>

<p>2.Then go the <strong>database</strong> and click on <strong>check</strong>:
<a href=""https://i.stack.imgur.com/Ik9Zk.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/Ik9Zk.png"" alt=""enter image description here""></a></p>

<ol start=""3"">
<li>You will be presented with the three options:
<a href=""https://i.stack.imgur.com/XV9c5.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/XV9c5.png"" alt=""enter image description here""></a></li>
</ol>

<p>In summary, appmaker is not able to create the field with the same name and different data type because the field name already exists in the sql backend. The only thing you can do is to completely delete that field and get rid of the data, or restore the field and continue using strings. I hope this helps!</p>
",2__design
51383918,select default value for drop down list and radio group in app-maker,"<p>For the app I'm building on Google App Maker I was asked to set default value for my dropdown list and my radio group , and it seems nearly impossible to do it , any ideas how to do it ? (default value and not Null item because the null item is not allowed in my case )
the value of the dropdown and radio group it a query parameter and not a datasource feild</p>
","<p>Why not use the <strong>onAttach</strong> event handler?</p>

<p>You can set your widget onAttach even logic like this:</p>

<pre><code>widget.value = ""My default value"";
</code></pre>

<p>See below:
<a href=""https://i.stack.imgur.com/l4zEG.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/l4zEG.png"" alt=""enter image description here""></a></p>

<p>I suggest you to go over the <strong><a href=""https://developers.google.com/appmaker/ui/logic#Events"" rel=""nofollow noreferrer"">widgets logic documentation</a></strong> to comprehend more about how to achieve this type of things. Hope it helps!</p>
",3__development
51384016,"App Maker - Drive Picker widget - Empty, white dialog if embedded in Google Site","<p>We are using Drive Picker widget to select files in user's Drive.</p>

<p>The app is configured to run as user.</p>

<p>The app works properly when running at <a href=""https://scripts.google.com/"" rel=""nofollow noreferrer"">https://scripts.google.com/</a>... URL; if we embed the app in a New Google Sites instance (google.com URL), the drive picker shows an empty, white dialog only.</p>

<p>We have some errors in Chrome's Console:</p>

<blockquote>
  <p>Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('<a href=""https://docs.google.com"" rel=""nofollow noreferrer"">https://docs.google.com</a>') does not match the recipient window's origin [...]</p>
  
  <p>Invalid 'X-Frame-Options' header encountered when loading [...] 'ALLOW-FROM <a href=""https://script.google.com"" rel=""nofollow noreferrer"">https://script.google.com</a>' is not a recognized directive. The header will be ignored.</p>
  
  <p>Uncaught Error: Incorrect origin value. Please set it to - (window.location.protocol + '//' + window.location.host) of the top-most page at new JJ (13808338-picker_modularized_opc.js:975) at _createPicker (13808338-picker_modularized_opc.js:977) at HTMLDocument.</p>
</blockquote>

<p>Firefox says</p>

<blockquote>
  <p>Load denied by X-Frame-Options: <a href=""https://script.google.com/"" rel=""nofollow noreferrer"">https://script.google.com/</a> does not permit framing by <a href=""https://sites.google.com/s/[...]/edit?authuser=0"" rel=""nofollow noreferrer"">https://sites.google.com/s/[...]/edit?authuser=0</a>.</p>
</blockquote>

<p>We cannot find any clue about restrictions and limitations in Drive Picker's docs.</p>

<p>Thank you.</p>
","<p>I run App Maker on my bare domain and have picker widget working.</p>

<ol>
<li>In App Settings: Check <strong>Allow embedding app</strong></li>
<li>In Drive Picker's <em>onPickerInit</em>: <code>pickerBuilder.setOrigin(""https://example.com/"");</code></li>
</ol>
",3__development
51389551,Relaying dissalowed Spring boot with Zoho,"<p>I am using Spring Boot and I have configured Zoho mail as smtp server. Following are my application properties pertaining to mail</p>

<pre><code>spring.mail.host = smtp.zoho.com
spring.mail.port = 587
spring.mail.username= emialid
spring.mail.password = password
spring.mail.properties.mail.smtp.auth = true
spring.mail.properties.mail.smtp.starttls.enable=true
</code></pre>

<p>I am getting following error:</p>

<pre><code>org.springframework.mail.MailSendException: Failed to close server connection after message failures; nested exception is javax.mail.MessagingException: Can't send command to SMTP host;
  nested exception is:
    java.net.SocketException: Connection closed by remote host. Failed messages: com.sun.mail.smtp.SMTPSendFailedException: 553 Relaying disallowed as &lt;""Faran Anjum""@DESKTOP-3PBLRKB&gt;
; message exception details (1) are:
Failed message 1:
com.sun.mail.smtp.SMTPSendFailedException: 553 Relaying disallowed as &lt;""Faran Anjum""@DESKTOP-3PBLRKB&gt;

    at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2267)
    at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2045)
    at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1260)
    at org.springframework.mail.javamail.JavaMailSenderImpl.doSend(JavaMailSenderImpl.java:448)
    at org.springframework.mail.javamail.JavaMailSenderImpl.send(JavaMailSenderImpl.java:345)
    at org.springframework.mail.javamail.JavaMailSenderImpl.send(JavaMailSenderImpl.java:340)
    at com.palmgrid.preparify.module.emailService.GmailSender.sendEmailThroughTemplate(GmailSender.java:46)
    at com.palmgrid.preparify.module.emailService.GmailSender$$FastClassBySpringCGLIB$$e1c05267.invoke(&lt;generated&gt;)
    at org.springframework.cglib.proxy.MethodProxy.invoke(MethodProxy.java:204)
    at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.invokeJoinpoint(CglibAopProxy.java:738)
    at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:157)
    at org.springframework.aop.interceptor.AsyncExecutionInterceptor$1.call(AsyncExecutionInterceptor.java:115)
    at java.util.concurrent.FutureTask.run$$$capture(FutureTask.java:266)
    at java.util.concurrent.FutureTask.run(FutureTask.java)
    at java.lang.Thread.run(Thread.java:745)
</code></pre>

<p>How to resolve this?</p>
",,3__development
51432021,How to reference the PHP SDK for Zoho API Version 2,"<p>I am attempting to use the PHP SDK to access the Zoho API. I have successfully installed the SDK using composer as per the instructions, and it sits in the /vendor folder on my web site.</p>

<p>So if I create a PHP page, which part do I need to reference with require or include or whatever to give my PHP page access to the SDK code.</p>

<p>There are a lot of examples with small code snippets but none which show a complete page. Can anybody help?</p>
",,3__development
51443599,How to add more data an array of objects in a lightning component,"<p>The Issue I am having is that I have a component (A) with an array of objects. That is being displayed on the dom.</p>

<p>Then I have another component (B) that fires an event to add an object to the array in component (A). </p>

<p>Component (A) handles the event and it adds the object to the array but the dom does not change, Unless i refresh the page.</p>

<pre><code>let objectA = componet.get(""v.objectA"");  // Array of objects

objectA.push({ 
  name: 'test',
  id: 1234
});

$A.get('e.force:refreshView').fire();
</code></pre>

<p>I inspected the data and ObjectA has the object. Is there a way to dynamically show the data in the dom.</p>

<p>This is what my dom is doing. Looping through the objects in the array</p>

<pre><code>  &lt;aura:iteration items=""{!v.objectA}"" indexVar=""actionIndex"" var=""obj""&gt;
     &lt;c:componentA recordId=""{#v.recordId}"" actionIndex=""{!actionIndex}"" object=""{!obj}"" /&gt;
  &lt;/aura:iteration&gt;
</code></pre>
",,3__development
51580416,How to reset combobox in lightning UI?,"<p>**I have two comboboxes in my lighting UI with a set of options. I want to reset one combobox if the options in other combobox have changed.</p>

<p>How to reset the options in combobox dynamically in salesforce lightning UI?**</p>
",,3__development
51737007,Salesforce Lightning - Link Formula Field,"<p>I created the formula field below to show the link to a record. It works when I'm on different record, however, if I click the same link on a dashboard, it gives me the following error: URL No Longer Exists. The url adds ""desktopDashboards."" Can someone help me fix this issue?</p>

<p>HYPERLINK(LEFT($Api.Partner_Server_URL_260, FIND( '/lightning', $Api.Partner_Server_URL_260)) &amp;  Id,  'Test')</p>

<p>Record link: 
<a href=""https://company.lightning.force.com/lightning/r/Object__c/(id)/view"" rel=""nofollow noreferrer"">https://company.lightning.force.com/lightning/r/Object__c/(id)/view</a></p>

<p>Dashboard link (with error message):
<a href=""https://company.cs21.my.salesforce.com/"" rel=""nofollow noreferrer"">https://company.cs21.my.salesforce.com/</a><strong>desktopDashboards</strong>/(id)</p>
",,3__development
51884008,How outsystems manage to develop a iOS mobile application in its P10 version without Mac and Xcode,"<p>How Out System guys are managing to develop a iOS mobile application in its P10 version without Mac and Xcode. It is given in their link <a href=""https://success.outsystems.com/Documentation/10/Getting_Started/New_in_OutSystems_10"" rel=""nofollow noreferrer"">https://success.outsystems.com/Documentation/10/Getting_Started/New_in_OutSystems_10</a> that it doesn't need Xcode. How ?</p>
",,1__requirement
52704291,Unable to set value dynamically for Lightning:InputField,"<p>I have created a lightning component with lightning record edit form and a couple of fields. Wrote a Javascript method such that When I change the first field to a particular value then second field is updated. Below is my code.</p>

<pre><code>&lt;aura:component implements=""force:appHostable""&gt;
   &lt;aura:attribute name='test' type='String'/&gt;
   &lt;lightning:recordEditForm 
                          aura:id=""editForm""
                          objectApiName=""Case""
                          recordTypeId=""{XXXXXXXXXXXXX}""&gt;
    &lt;div class=""slds-col slds-size_1-of-2 slds-p-around_x-small""&gt;
        &lt;lightning:inputField aura:id=""subject"" fieldName=""Subject"" onchange=""{!c.subjectChanged}""/&gt;
    &lt;/div&gt;
    &lt;div class=""slds-col slds-size_1-of-2 slds-p-around_x-small""&gt;
        &lt;lightning:inputField aura:id=""description"" value=""{!v.test}"" fieldName=""Description""/&gt;
    &lt;/div&gt;
&lt;/lightning:recordEditForm&gt;
&lt;/aura:component&gt;
</code></pre>

<p>Below is the Controller code</p>

<pre><code>({
    subjectChanged : function(component, event, helper) {
        var subjectValue = component.find(""subject"").get(""v.value"");
        if(subjectValue === ""U"") {
            //var descriptionValue = component.find(""description"");
            //descriptionValue.set(""v.value"",""User"");
            component.set('v.test','User');
        }

    }
})
</code></pre>

<ol>
<li>Updated Subject field to U, then Description got updated to 'User'</li>
<li>Update the Description field value to XYZ or clear the value.</li>
<li>Change the subject field to X and then update back to U. </li>
<li>Notice that JS method got executed, but description is not updated to 'User'.</li>
</ol>

<p>Whenever, user updates subject field to U, I want the description to be set to User. Any thoughts on this?</p>
","<p>From documentation: <a href=""https://developer.salesforce.com/docs/component-library/bundle/lightning:inputField/documentation"" rel=""nofollow noreferrer"">https://developer.salesforce.com/docs/component-library/bundle/lightning:inputField/documentation</a></p>

<p>.....The assumption is that there are unsaved changes that <strong>should not be overwritten</strong>. If you want to be able to overwrite user changes, <strong>you can use lightning:input instead</strong>....</p>
",3__development
